Page,Sentence,Entity,Type
32,"Similar circumstances were present in Kailash Mangal v.
Ramesh Chand (Dead) Through Legal Representative, (2015)
15 SCC 729 and Narendra Kumar Srivastava v. State of
Bihar and Others, (2019) 3 SCC 318, which were the decisions
relied upon by this Court in Bandekar Brothers (supra).",Bandekar Brothers,ORG
32,"In
Kailash Mangal, it was alleged that the appellant in that case
had filed a false affidavit before the civil court for getting a civil
suit decreed in his favour.",Kailash Mangal,PERSON
32,"The respondent filed a private
complaint under Section 340, CrPC alleging offence punishable
under Sections 193 and 419, IPC.",Section 340,LAW
32,"The respondent filed a private
complaint under Section 340, CrPC alleging offence punishable
under Sections 193 and 419, IPC.",CrPC,ORG
32,"The respondent filed a private
complaint under Section 340, CrPC alleging offence punishable
under Sections 193 and 419, IPC.",Sections 193,PRODUCT
32,"The respondent filed a private
complaint under Section 340, CrPC alleging offence punishable
under Sections 193 and 419, IPC.",419,CARDINAL
32,"The respondent filed a private
complaint under Section 340, CrPC alleging offence punishable
under Sections 193 and 419, IPC.",IPC,ORG
32,"The Division Bench observed
that:
“10.",10,CARDINAL
32,"In the instant case, the false affidavit alleged to
have been filed by the appellant was in a proceeding
pending before the civil court and the offence falls
under Section 193 IPC and the proceeding ought to
have been initiated on the complaint in writing by
that court under Section 195(1)(b)(i) IPC.",Section 193 IPC,LAW
32,"In the instant case, the false affidavit alleged to
have been filed by the appellant was in a proceeding
pending before the civil court and the offence falls
under Section 193 IPC and the proceeding ought to
have been initiated on the complaint in writing by
that court under Section 195(1)(b)(i) IPC.",Section 195(1)(b)(i,LAW
32,"Since the
offence is said to have been committed in relation to
or in a proceeding in a civil court, the case of Iqbal
Singh Marwah is not applicable to the instant case.”
32",Iqbal,ORG
32,"Since the
offence is said to have been committed in relation to
or in a proceeding in a civil court, the case of Iqbal
Singh Marwah is not applicable to the instant case.”
32",Singh Marwah,PERSON
32,"Since the
offence is said to have been committed in relation to
or in a proceeding in a civil court, the case of Iqbal
Singh Marwah is not applicable to the instant case.”
32",32,CARDINAL
33,"Therefore, this Court expressly observed in Kailash
Mangal that since the document was filed during the course of a
proceeding which was already pending before the court, the
offence could be said to have been committed “in relation to” such
proceeding for the purpose of Section 195(1)(b)(i), CrPC.",Court,ORG
33,"Therefore, this Court expressly observed in Kailash
Mangal that since the document was filed during the course of a
proceeding which was already pending before the court, the
offence could be said to have been committed “in relation to” such
proceeding for the purpose of Section 195(1)(b)(i), CrPC.",Kailash,GPE
33,"Therefore, this Court expressly observed in Kailash
Mangal that since the document was filed during the course of a
proceeding which was already pending before the court, the
offence could be said to have been committed “in relation to” such
proceeding for the purpose of Section 195(1)(b)(i), CrPC.",Section 195(1)(b)(i,LAW
33,"Therefore, this Court expressly observed in Kailash
Mangal that since the document was filed during the course of a
proceeding which was already pending before the court, the
offence could be said to have been committed “in relation to” such
proceeding for the purpose of Section 195(1)(b)(i), CrPC.",CrPC,ORG
33,"The
requirement of reasonable nexus between the offence and the
proceeding before the Court was clearly satisfied in that case.",Court,ORG
33,"In Narendra Kumar Srivastava (supra), the
appellant had filed a private complaint contending that the
respondent officials had produced a false show­cause affidavit in
the contempt petition filed by the appellant.",Narendra,GPE
33,"In Narendra Kumar Srivastava (supra), the
appellant had filed a private complaint contending that the
respondent officials had produced a false show­cause affidavit in
the contempt petition filed by the appellant.",Kumar Srivastava,PERSON
33,"The Division Bench held that
Section 195(1)(b)(i), CrPC covers a different category of offence
and is therefore distinct from Section 195(1)(b)(ii).",Section 195(1)(b)(i,LAW
33,"The Division Bench held that
Section 195(1)(b)(i), CrPC covers a different category of offence
and is therefore distinct from Section 195(1)(b)(ii).",CrPC,ORG
33,"The Division Bench held that
Section 195(1)(b)(i), CrPC covers a different category of offence
and is therefore distinct from Section 195(1)(b)(ii).",Section 195(1)(b)(ii,LAW
33,"Hence
Sachida Nand Singh (supra) would not be applicable, and
cognizance could not have been taken on the basis of a private
complaint.",Nand Singh,PERSON
33,"However, on the facts of that case, this was again a
situation wherein at the first instance, the Court was allegedly
33",first,ORDINAL
33,"However, on the facts of that case, this was again a
situation wherein at the first instance, the Court was allegedly
33",Court,ORG
33,"However, on the facts of that case, this was again a
situation wherein at the first instance, the Court was allegedly
33",33,CARDINAL
34,"Indeed, at this juncture it must be noted that even
Sachida Nand Singh (supra) and Iqbal Singh Marwah (supra)
were rendered in the context of balancing the right of private
parties to initiate complaints in respect of forged documents, with
protecting parties to civil suits from frivolous or vexatious
prosecutions.",Nand Singh,PERSON
34,"Indeed, at this juncture it must be noted that even
Sachida Nand Singh (supra) and Iqbal Singh Marwah (supra)
were rendered in the context of balancing the right of private
parties to initiate complaints in respect of forged documents, with
protecting parties to civil suits from frivolous or vexatious
prosecutions.",Iqbal Singh Marwah,PERSON
34,"In neither of the abovementioned decisions has this
Court authoritatively considered the specific issue of preserving
the right of an investigative agency, such as the Respondent in
the present case, to initiate complaints against persons who have
fabricated false evidence during the course of criminal
proceedings.
13.",Court,ORG
34,"In neither of the abovementioned decisions has this
Court authoritatively considered the specific issue of preserving
the right of an investigative agency, such as the Respondent in
the present case, to initiate complaints against persons who have
fabricated false evidence during the course of criminal
proceedings.
13.",Respondent,LOC
34,"In neither of the abovementioned decisions has this
Court authoritatively considered the specific issue of preserving
the right of an investigative agency, such as the Respondent in
the present case, to initiate complaints against persons who have
fabricated false evidence during the course of criminal
proceedings.
13.",13,CARDINAL
34,"The moot point therefore, as mentioned in Para
Nos. 6 & 6.1, is whether offence committed
under Section 193, IPC during the stage of
investigation, prior to commencement of
proceedings before the Trial Court, by a person
34",Section 193,LAW
34,"The moot point therefore, as mentioned in Para
Nos. 6 & 6.1, is whether offence committed
under Section 193, IPC during the stage of
investigation, prior to commencement of
proceedings before the Trial Court, by a person
34",IPC,ORG
34,"The moot point therefore, as mentioned in Para
Nos. 6 & 6.1, is whether offence committed
under Section 193, IPC during the stage of
investigation, prior to commencement of
proceedings before the Trial Court, by a person
34",the Trial Court,ORG
34,"The moot point therefore, as mentioned in Para
Nos. 6 & 6.1, is whether offence committed
under Section 193, IPC during the stage of
investigation, prior to commencement of
proceedings before the Trial Court, by a person
34",34,CARDINAL
35,"who is not yet party to proceedings before the
Trial Court, is an offence committed “in relation
to” such proceedings for the purpose of the bar
under Section 195(1)(b)(i), CrPC?
14.",Trial Court,ORG
35,"who is not yet party to proceedings before the
Trial Court, is an offence committed “in relation
to” such proceedings for the purpose of the bar
under Section 195(1)(b)(i), CrPC?
14.",Section 195(1)(b)(i,LAW
35,"who is not yet party to proceedings before the
Trial Court, is an offence committed “in relation
to” such proceedings for the purpose of the bar
under Section 195(1)(b)(i), CrPC?
14.",CrPC,ORG
35,"who is not yet party to proceedings before the
Trial Court, is an offence committed “in relation
to” such proceedings for the purpose of the bar
under Section 195(1)(b)(i), CrPC?
14.",14,CARDINAL
35,"The construction of the words “in relation to” must be
controlled by the overarching principle applicable to Section
195(1)(b), CrPC as stated in Patel Laljibhai Somabhai (supra)
and Sachida Nand Singh (supra), which was affirmed by the
Constitution Bench in Iqbal Singh Marwah (supra).",CrPC,ORG
35,"The construction of the words “in relation to” must be
controlled by the overarching principle applicable to Section
195(1)(b), CrPC as stated in Patel Laljibhai Somabhai (supra)
and Sachida Nand Singh (supra), which was affirmed by the
Constitution Bench in Iqbal Singh Marwah (supra).",Patel Laljibhai Somabhai,PERSON
35,"The construction of the words “in relation to” must be
controlled by the overarching principle applicable to Section
195(1)(b), CrPC as stated in Patel Laljibhai Somabhai (supra)
and Sachida Nand Singh (supra), which was affirmed by the
Constitution Bench in Iqbal Singh Marwah (supra).",Nand Singh,PERSON
35,"The construction of the words “in relation to” must be
controlled by the overarching principle applicable to Section
195(1)(b), CrPC as stated in Patel Laljibhai Somabhai (supra)
and Sachida Nand Singh (supra), which was affirmed by the
Constitution Bench in Iqbal Singh Marwah (supra).",Iqbal Singh Marwah,PERSON
35,"Looking to the decision in Bandekar Brothers (supra),
is true to say that Section 195(1)(b)(i), CrPC may be attracted to
the offence of fabricating false evidence prior to its production
before the Court, provided that such evidence is led by a person
who is party to the court proceedings, for the purpose of leading
the Court to form a certain opinion based on such evidence.",Bandekar Brothers,ORG
35,"Looking to the decision in Bandekar Brothers (supra),
is true to say that Section 195(1)(b)(i), CrPC may be attracted to
the offence of fabricating false evidence prior to its production
before the Court, provided that such evidence is led by a person
who is party to the court proceedings, for the purpose of leading
the Court to form a certain opinion based on such evidence.",Section 195(1)(b)(i,LAW
